prod_id,prod_name,Platform,prod_category,Seller_name,act_price,dis_price,dis_percent,Day of order,State_,cust_review,Seller_name_dup,cust_rating,Festival_Sale,mode_of_pay
PID001626,Ergonomic Office Chair,Amazon,Office,HomeEssentials,7103.08,4688.03,34,2026-02-06,Delhi,Perfect fit and looks even better in person.,HomeEssentials,4,None,Net Banking
PID001627,Oxford English Dictionary,Amazon,Books,BeautyMart,34513.79,32097.82,7,2024-10-16,Haryana,"Battery life is outstanding, lasts all day.",BeautyMart,4,GIF,Net Banking
PID001628,H&M Summer Dress,Flipkart,Fashion,HomeEssentials,32743.77,14079.82,57,2025-09-23,Goa,"High quality and durable, highly recommended.",HomeEssentials,4,BBD,Cash on Delivery
PID001629,Dell Inspiron Laptop,Flipkart,Electronics,GadgetGalaxy,7606.3,6541.42,14,2024-05-28,Punjab,"Excellent product, great value for money.",GadgetGalaxy,5,None,Credit Card
PID001630,NCERT Physics Textbook,Amazon,Books,ElectroHub,36193.93,27869.33,23,2025-07-05,Punjab,Good value if you catch it on discount.,ElectroHub,3,None,Net Banking
PID001631,Philips Mixer Grinder HL7756,Flipkart,Home Appliances,HomeEssentials,46884.32,38445.14,18,2026-05-18,Uttar Pradesh,"Not satisfied, delivery was late and item damaged.",HomeEssentials,2,None,Debit Card
PID001632,Samsung Galaxy S23 Ultra,Flipkart,Electronics,TechWorld,42087.84,18518.65,56,2025-01-22,Tripura,Fast delivery and superb packaging.,TechWorld,5,None,UPI
PID001633,Mi Fast Car Charger,Flipkart,Automotive,GadgetGalaxy,6818.58,5113.93,25,2025-12-29,Haryana,"Size and color as shown, no surprises.",GadgetGalaxy,3,None,Wallet
PID001634,OnePlus 12 5G,Amazon,Electronics,SportsArena,20906.89,13380.41,36,2026-07-24,Delhi,Packaging was damaged and parts missing.,SportsArena,2,None,Cash on Delivery
PID001635,Forest Essentials Perfume,Amazon,Beauty,StyleStreet,47861.72,39725.23,17,2026-11-16,Maharashtra,"Size and color as shown, no surprises.",StyleStreet,3,GIF,Credit Card
PID001636,Fisher-Price Learning Toy,Flipkart,Toys,BabyCarePlus,16991.55,15122.48,11,2024-10-09,Karnataka,"Arrived earlier than expected, very happy.",BabyCarePlus,4,BBD,Credit Card
PID001637,Dove Body Lotion,Flipkart,Beauty,KitchenCorner,49682.83,27822.38,44,2025-04-11,West Bengal,"Color/size mismatch, looks different than photos.",KitchenCorner,2,None,Wallet
PID001638,Indian Vegetarian Cookbook,Amazon,Books,HomeEssentials,27031.85,12704.97,53,2024-08-30,Uttar Pradesh,Perfect fit and looks even better in person.,HomeEssentials,4,None,Debit Card
PID001639,Atomic Habits,Amazon,Books,GadgetGalaxy,45722.44,26061.79,43,2026-12-24,Manipur,"Battery life is outstanding, lasts all day.",GadgetGalaxy,4,None,Credit Card
PID001640,Samsung Galaxy S23 Ultra,Flipkart,Electronics,BeautyMart,33487.92,19422.99,42,2026-10-23,Maharashtra,Perfect fit and looks even better in person.,BeautyMart,5,BBD,Credit Card
PID001641,HP Printer Ink,Amazon,Office,BeautyMart,19969.61,13579.33,32,2025-10-19,Goa,Very satisfied — works exactly as described.,BeautyMart,5,GIF,Debit Card
PID001642,Boat Bluetooth Speaker,Flipkart,Electronics,HomeEssentials,38491.26,20400.37,47,2026-09-09,Karnataka,Five stars — exceeded my expectations.,HomeEssentials,5,BBD,Net Banking
PID001643,Philips Car Vacuum,Flipkart,Automotive,BeautyMart,46296.33,32870.39,29,2025-09-15,Karnataka,"Battery life is outstanding, lasts all day.",BeautyMart,4,BBD,Net Banking
PID001644,Everest Masala Pack,Amazon,Grocery,Flipkart Seller123,16572.99,13258.39,20,2025-11-28,Delhi,"Not satisfied, delivery was late and item damaged.",Flipkart Seller123,2,GIF,Wallet
PID001645,HP Pavilion Gaming Laptop,Flipkart,Electronics,SportsArena,20895.67,14209.06,32,2024-05-16,Uttar Pradesh,Fast delivery and superb packaging.,SportsArena,5,None,Net Banking
PID001646,Boat Bluetooth Speaker,Flipkart,Electronics,Flipkart Seller123,3996.04,3436.59,14,2026-05-16,Puducherry,"Not satisfied, delivery was late and item damaged.",Flipkart Seller123,2,None,Credit Card
PID001647,Apple iPhone 14 Pro Max,Flipkart,Electronics,GadgetGalaxy,17008.99,10715.66,37,2024-07-15,West Bengal,"Delivery was on time, product is acceptable.",GadgetGalaxy,3,None,Credit Card
PID001648,Philips Car Vacuum,Flipkart,Automotive,BabyCarePlus,39492.2,28829.31,27,2026-09-01,Gujarat,"High quality and durable, highly recommended.",BabyCarePlus,5,BBD,Debit Card
PID001649,Nike Premier League Football,Amazon,Sports,Flipkart Seller123,8282.15,6128.79,26,2026-07-03,Karnataka,"Arrived earlier than expected, very happy.",Flipkart Seller123,5,None,Wallet
PID001650,Sony WH-1000XM5 Headphones,Flipkart,Electronics,AutoZone,39674.73,26978.82,32,2026-03-06,Uttarakhand,"Arrived earlier than expected, very happy.",AutoZone,5,None,Debit Card
PID001651,JBL Flip 6 Speaker,Amazon,Electronics,StyleStreet,38718.48,18584.87,52,2024-02-27,Manipur,Decent for occasional use.,StyleStreet,3,None,Wallet
PID001652,Dove Body Lotion,Flipkart,Beauty,AutoZone,16246.26,11697.31,28,2024-11-30,Maharashtra,"Excellent product, great value for money.",AutoZone,5,BF,Credit Card
PID001653,Sony WH-1000XM5 Headphones,Flipkart,Electronics,GroceryKing,20893.58,8775.3,58,2024-10-24,Nagaland,"Battery life is outstanding, lasts all day.",GroceryKing,5,BBD,Credit Card
PID001654,Reebok Yoga Mat,Amazon,Sports,Amazon Prime Store,29725.7,19321.71,35,2025-02-11,Jharkhand,"Arrived earlier than expected, very happy.",Amazon Prime Store,4,None,Debit Card
PID001655,Mi Fast Car Charger,Amazon,Automotive,BeautyMart,15740.5,6768.42,57,2024-05-19,Nagaland,"Excellent product, great value for money.",BeautyMart,4,None,Credit Card
PID001656,Blue Tokai Coffee Beans,Flipkart,Grocery,SportsArena,40821.53,35106.52,14,2026-10-28,Jammu & Kashmir,Customer support was helpful and responsive.,SportsArena,5,BBD,Wallet
PID001657,Apple iPad Air,Flipkart,Electronics,HomeEssentials,36983.69,25518.75,31,2025-10-02,Tamil Nadu,Perfect fit and looks even better in person.,HomeEssentials,5,BBD,Net Banking
PID001658,Forest Essentials Perfume,Amazon,Beauty,Amazon Prime Store,18254.1,16246.15,11,2024-12-02,Tamil Nadu,Packaging was damaged and parts missing.,Amazon Prime Store,1,None,Credit Card
PID001659,Nike Premier League Football,Amazon,Sports,BeautyMart,2644.12,2009.53,24,2025-04-11,Himachal Pradesh,"Delivery was on time, product is acceptable.",BeautyMart,3,None,Wallet
PID001660,Mi Fast Car Charger,Amazon,Automotive,HomeEssentials,5201.7,3641.19,30,2025-06-30,Tamil Nadu,"Average quality, does the job.",HomeEssentials,3,None,Cash on Delivery
PID001661,Dabur Organic Honey,Amazon,Grocery,SportsArena,37106.5,32282.65,13,2025-11-20,Maharashtra,Five stars — exceeded my expectations.,SportsArena,5,GIF,Cash on Delivery
PID001662,Marvel Avengers Comic,Amazon,Books,AutoZone,27189.83,21479.97,21,2025-10-06,Sikkim,"Arrived earlier than expected, very happy.",AutoZone,5,GIF,Credit Card
PID001663,OnePlus 12 5G,Flipkart,Electronics,Amazon Prime Store,31615.78,29718.83,6,2026-10-19,Karnataka,Fast delivery and superb packaging.,Amazon Prime Store,4,BBD,Wallet
PID001664,Philips Mixer Grinder HL7756,Amazon,Home Appliances,KitchenCorner,43778.62,25829.39,41,2025-09-17,Gujarat,Decent for occasional use.,KitchenCorner,3,None,Credit Card
PID001665,JBL Flip 6 Speaker,Flipkart,Electronics,AutoZone,9785.1,6066.76,38,2026-12-23,Uttar Pradesh,Fast delivery and superb packaging.,AutoZone,5,None,UPI
PID001666,Dell Inspiron Laptop,Flipkart,Electronics,Amazon Prime Store,35403.84,27969.03,21,2026-09-14,Maharashtra,"Great product for the price, will buy again.",Amazon Prime Store,4,BBD,Credit Card
PID001667,Fisher-Price Learning Toy,Amazon,Toys,ElectroHub,28915.48,12433.66,57,2024-10-20,Puducherry,Very satisfied — works exactly as described.,ElectroHub,4,GIF,Credit Card
PID001668,Dell Inspiron Laptop,Amazon,Electronics,TechWorld,36616.37,19040.51,48,2026-11-18,Tamil Nadu,"High quality and durable, highly recommended.",TechWorld,4,GIF,Credit Card
PID001669,Blue Tokai Coffee Beans,Amazon,Grocery,Amazon Prime Store,41532.54,39455.91,5,2024-07-03,Karnataka,"Battery life is outstanding, lasts all day.",Amazon Prime Store,4,None,Credit Card
PID001670,Philips Desk Lamp,Amazon,Office,GroceryKing,48867.05,34695.61,29,2026-08-28,West Bengal,"Satisfactory performance, could be improved.",GroceryKing,3,None,Credit Card
PID001671,Canon EOS 90D Camera,Amazon,Electronics,BabyCarePlus,9562.43,5068.09,47,2025-03-16,West Bengal,"Color/size mismatch, looks different than photos.",BabyCarePlus,2,None,Wallet
PID001672,HP Pavilion Gaming Laptop,Flipkart,Electronics,Cloud Retailer,21778.01,18511.31,15,2026-09-28,Chhattisgarh,"Excellent product, great value for money.",Cloud Retailer,5,BBD,UPI
PID001673,Philips Mixer Grinder HL7756,Amazon,Home Appliances,HomeEssentials,7206.75,5621.27,22,2026-10-16,West Bengal,"Excellent product, great value for money.",HomeEssentials,5,GIF,Net Banking
PID001674,Decathlon Gym Bag,Amazon,Sports,BabyCarePlus,15299.15,12392.31,19,2026-08-10,Meghalaya,Perfect fit and looks even better in person.,BabyCarePlus,4,None,Wallet
PID001675,Apple iPad Air,Flipkart,Electronics,BeautyMart,22018.84,19156.39,13,2026-07-09,Madhya Pradesh,"High quality and durable, highly recommended.",BeautyMart,5,None,Debit Card
PID001676,HP Pavilion Gaming Laptop,Amazon,Electronics,BabyCarePlus,26197.01,13360.48,49,2024-12-01,Goa,"Arrived earlier than expected, very happy.",BabyCarePlus,5,None,Net Banking
PID001677,JBL Flip 6 Speaker,Amazon,Electronics,Amazon Prime Store,12213.04,9404.04,23,2024-05-08,Himachal Pradesh,"High quality and durable, highly recommended.",Amazon Prime Store,5,None,Net Banking
PID001678,Everest Masala Pack,Amazon,Grocery,KitchenCorner,367.87,345.8,6,2025-04-21,West Bengal,"Arrived earlier than expected, very happy.",KitchenCorner,5,None,Debit Card
PID001679,OnePlus 12 5G,Flipkart,Electronics,Amazon Prime Store,36684.42,17975.37,51,2024-09-08,Odisha,"Satisfactory performance, could be improved.",Amazon Prime Store,3,BBD,Debit Card
PID001680,Everest Masala Pack,Amazon,Grocery,BabyCarePlus,4985.28,3240.43,35,2026-02-14,Tamil Nadu,"High quality and durable, highly recommended.",BabyCarePlus,4,None,Cash on Delivery
PID001681,NCERT Physics Textbook,Flipkart,Books,GroceryKing,24758.9,16836.05,32,2025-01-19,Odisha,"Not satisfied, delivery was late and item damaged.",GroceryKing,1,None,Credit Card
PID001682,Canon EOS 90D Camera,Amazon,Electronics,TechWorld,10406.98,7180.82,31,2026-12-06,Delhi,Very satisfied — works exactly as described.,TechWorld,4,None,Wallet
PID001683,Hot Wheels Racing Car,Flipkart,Toys,BeautyMart,36953.62,30301.97,18,2025-12-05,Tamil Nadu,"Excellent product, great value for money.",BeautyMart,4,None,Wallet
PID001684,HP Pavilion Gaming Laptop,Flipkart,Electronics,GadgetGalaxy,44676.52,40208.87,10,2026-08-27,Telangana,"High quality and durable, highly recommended.",GadgetGalaxy,5,None,Credit Card
PID001685,Steelbird Bike Helmet,Flipkart,Automotive,TechWorld,23905.42,18646.23,22,2024-07-22,Andaman & Nicobar,"Excellent product, great value for money.",TechWorld,4,None,UPI
PID001686,Leather Seat Cover,Amazon,Automotive,GroceryKing,5184.66,3266.34,37,2026-10-13,Tamil Nadu,Five stars — exceeded my expectations.,GroceryKing,4,GIF,Debit Card
PID001687,Ray-Ban Aviator Sunglasses,Flipkart,Fashion,FashionFiesta,1539.59,1370.24,11,2026-10-20,Maharashtra,Will not buy from this seller again.,FashionFiesta,1,BBD,Debit Card
PID001688,Parker Pen Set,Amazon,Office,BeautyMart,36926.26,18093.87,51,2025-09-01,Karnataka,"High quality and durable, highly recommended.",BeautyMart,5,None,Debit Card
PID001689,Everest Masala Pack,Amazon,Grocery,BeautyMart,31008.58,28837.98,7,2025-11-23,Uttar Pradesh,"High quality and durable, highly recommended.",BeautyMart,5,GIF,Net Banking
PID001690,HP Printer Ink,Flipkart,Office,ElectroHub,34458.27,14472.47,58,2026-05-31,Uttar Pradesh,"Battery drains quickly, disappointed.",ElectroHub,2,None,Credit Card
PID001691,Nivea Soft Face Cream,Amazon,Beauty,OfficePro,5604.52,2634.12,53,2024-10-02,Delhi,Very satisfied — works exactly as described.,OfficePro,5,GIF,Credit Card
PID001692,Hot Wheels Racing Car,Amazon,Toys,SportsArena,35742.11,17871.06,50,2025-09-26,Chandigarh,"Arrived earlier than expected, very happy.",SportsArena,4,None,Wallet
PID001693,NCERT Physics Textbook,Flipkart,Books,BookBazaar,47690.18,32429.32,32,2025-04-10,Tamil Nadu,"Great product for the price, will buy again.",BookBazaar,5,None,Debit Card
PID001694,Lego Technic Set,Amazon,Toys,BookBazaar,20409.64,14490.84,29,2024-08-20,Andaman & Nicobar,Works fine but build feels a bit light.,BookBazaar,3,None,Cash on Delivery
PID001695,Steelbird Bike Helmet,Amazon,Automotive,TechWorld,11640.94,5936.88,49,2025-02-23,Gujarat,Very satisfied — works exactly as described.,TechWorld,4,None,Debit Card
PID001696,Boat Bluetooth Speaker,Amazon,Electronics,FashionFiesta,27043.46,21905.2,19,2024-04-18,Mizoram,Decent for occasional use.,FashionFiesta,3,None,UPI
PID001697,Boat Bluetooth Speaker,Amazon,Electronics,Flipkart Seller123,17087.78,10423.55,39,2024-02-11,Uttar Pradesh,Perfect fit and looks even better in person.,Flipkart Seller123,5,None,Credit Card
PID001698,Canon EOS 90D Camera,Amazon,Electronics,StyleStreet,42542.2,34884.6,18,2024-08-02,Odisha,"High quality and durable, highly recommended.",StyleStreet,5,None,Credit Card
PID001699,Decathlon Gym Bag,Amazon,Sports,Flipkart Seller123,21221.7,11671.94,45,2026-11-29,West Bengal,"Battery life is outstanding, lasts all day.",Flipkart Seller123,4,GIF,Net Banking
PID001700,Samsung Galaxy S23 Ultra,Flipkart,Electronics,Cloud Retailer,39046.37,17961.33,54,2025-09-30,Nagaland,"Average quality, does the job.",Cloud Retailer,3,BBD,Net Banking
PID001701,Adidas Ultraboost Shoes,Amazon,Fashion,Flipkart Seller123,4315.1,3581.53,17,2026-11-29,West Bengal,Very satisfied — works exactly as described.,Flipkart Seller123,4,GIF,Cash on Delivery
PID001702,JBL Flip 6 Speaker,Flipkart,Electronics,Cloud Retailer,36017.43,26292.72,27,2025-06-01,Goa,Very satisfied — works exactly as described.,Cloud Retailer,5,None,UPI
PID001703,Mi Fast Car Charger,Flipkart,Automotive,SportsArena,8131.87,4960.44,39,2024-12-09,Haryana,"Not bad, but not great either.",SportsArena,3,None,UPI
PID001704,Oxford English Dictionary,Flipkart,Books,Flipkart Seller123,7698.75,3310.46,57,2025-09-08,Telangana,"Delivery was on time, product is acceptable.",Flipkart Seller123,3,BBD,Credit Card
PID001705,Penguin Classic Novel,Flipkart,Books,KitchenCorner,21847.56,20536.71,6,2025-06-12,Maharashtra,"Excellent product, great value for money.",KitchenCorner,5,None,Debit Card
PID001706,Whirlpool Microwave Oven,Amazon,Home Appliances,GroceryKing,4616.69,2262.18,51,2024-06-16,Delhi,"Arrived earlier than expected, very happy.",GroceryKing,4,None,Debit Card
PID001707,Canon EOS 90D Camera,Amazon,Electronics,ElectroHub,39925.47,25153.05,37,2025-12-04,Uttar Pradesh,"Battery life is outstanding, lasts all day.",ElectroHub,5,None,Credit Card
PID001708,Parker Pen Set,Flipkart,Office,AutoZone,36534.06,21920.44,40,2024-09-30,Maharashtra,Works fine but build feels a bit light.,AutoZone,3,BBD,Credit Card
PID001709,Reebok Yoga Mat,Flipkart,Sports,GadgetGalaxy,30980.94,13941.42,55,2025-11-13,Uttarakhand,Will not buy from this seller again.,GadgetGalaxy,1,None,Wallet
PID001710,Apple iPhone 14 Pro Max,Amazon,Electronics,TechWorld,13536.97,12454.01,8,2025-12-14,Tamil Nadu,Customer support was unhelpful and slow.,TechWorld,2,None,UPI
PID001711,HP Pavilion Gaming Laptop,Amazon,Electronics,FashionFiesta,27464.39,17851.85,35,2024-08-29,Gujarat,"High quality and durable, highly recommended.",FashionFiesta,4,None,Debit Card
PID001712,Maybelline Mascara,Amazon,Beauty,Flipkart Seller123,20105.49,16084.39,20,2024-04-07,Delhi,Very satisfied — works exactly as described.,Flipkart Seller123,5,None,Debit Card
PID001713,Hot Wheels Racing Car,Flipkart,Toys,KitchenCorner,28656.74,15188.07,47,2026-06-24,Uttar Pradesh,"Satisfactory performance, could be improved.",KitchenCorner,3,None,Credit Card
PID001714,Prestige Electric Kettle,Amazon,Home Appliances,ElectroHub,18539.17,9084.19,51,2025-07-20,Karnataka,"Size and color as shown, no surprises.",ElectroHub,3,None,Debit Card
PID001715,Apple iPad Air,Flipkart,Electronics,TechWorld,41137.44,31675.83,23,2024-03-30,Delhi,Customer support was unhelpful and slow.,TechWorld,2,None,Wallet
PID001716,Mi Fast Car Charger,Flipkart,Automotive,TechWorld,9492.14,4271.46,55,2026-12-26,Uttar Pradesh,"Battery life is outstanding, lasts all day.",TechWorld,5,None,Net Banking
PID001717,Samsung Galaxy S23 Ultra,Flipkart,Electronics,Flipkart Seller123,23597.64,17934.21,24,2024-03-29,Nagaland,Perfect fit and looks even better in person.,Flipkart Seller123,4,None,UPI
PID001718,Steelbird Bike Helmet,Amazon,Automotive,Amazon Prime Store,18544.92,11126.95,40,2026-02-14,Karnataka,"Delivery was on time, product is acceptable.",Amazon Prime Store,3,None,Wallet
PID001719,Hot Wheels Racing Car,Flipkart,Toys,GadgetGalaxy,30582.74,15597.2,49,2026-12-15,Maharashtra,"Battery life is outstanding, lasts all day.",GadgetGalaxy,5,None,Net Banking
PID001720,Philips Desk Lamp,Amazon,Office,BeautyMart,10391.07,8520.68,18,2024-11-05,Karnataka,"Battery life is outstanding, lasts all day.",BeautyMart,5,GIF,UPI
PID001721,Lego Technic Set,Flipkart,Toys,AutoZone,36476.86,16049.82,56,2024-08-06,Delhi,Very satisfied — works exactly as described.,AutoZone,5,None,Net Banking
PID001722,Dove Body Lotion,Flipkart,Beauty,Amazon Prime Store,27310.02,15566.71,43,2024-07-05,Kerala,"Color/size mismatch, looks different than photos.",Amazon Prime Store,1,None,UPI
PID001723,NCERT Physics Textbook,Amazon,Books,ElectroHub,20368.73,15276.55,25,2024-11-30,Arunachal Pradesh,"Not satisfied, delivery was late and item damaged.",ElectroHub,1,GIF,Cash on Delivery
PID001724,JBL Flip 6 Speaker,Amazon,Electronics,KitchenCorner,24933.99,18700.49,25,2024-06-09,West Bengal,"Received a defective unit, had to return.",KitchenCorner,1,None,UPI
PID001725,Philips Car Vacuum,Flipkart,Automotive,Cloud Retailer,45593.24,37386.46,18,2026-02-08,Punjab,"Average quality, does the job.",Cloud Retailer,3,None,Debit Card
PID001726,Boat Bluetooth Speaker,Flipkart,Electronics,ElectroHub,41912.32,25985.64,38,2024-04-05,Bihar,"Color/size mismatch, looks different than photos.",ElectroHub,2,None,Debit Card
PID001727,HP Pavilion Gaming Laptop,Flipkart,Electronics,Amazon Prime Store,48026.35,33138.18,31,2025-09-09,Bihar,Will not buy from this seller again.,Amazon Prime Store,2,BBD,Debit Card
PID001728,Samsung Galaxy S23 Ultra,Flipkart,Electronics,Flipkart Seller123,15699.15,14286.23,9,2026-12-28,Rajasthan,"Delivery was on time, product is acceptable.",Flipkart Seller123,3,None,UPI
PID001729,L'Oreal Paris Shampoo,Amazon,Beauty,BeautyMart,11721.21,7267.15,38,2026-08-22,Punjab,"Excellent product, great value for money.",BeautyMart,4,None,Net Banking
PID001730,OnePlus 12 5G,Flipkart,Electronics,FashionFiesta,47091.69,26842.26,43,2025-11-07,Maharashtra,Fast delivery and superb packaging.,FashionFiesta,4,None,UPI
PID001731,Casio G-Shock Watch,Flipkart,Fashion,Flipkart Seller123,4792.79,4457.29,7,2024-12-03,Delhi,"Satisfactory performance, could be improved.",Flipkart Seller123,3,None,UPI
PID001732,Philips Desk Lamp,Amazon,Office,Cloud Retailer,38945.32,28819.54,26,2025-11-28,West Bengal,Customer support was helpful and responsive.,Cloud Retailer,5,GIF,Wallet
PID001733,Maybelline Mascara,Amazon,Beauty,Amazon Prime Store,6002.33,5222.03,13,2025-10-12,Chandigarh,"Excellent product, great value for money.",Amazon Prime Store,4,GIF,Wallet
PID001734,Nivea Soft Face Cream,Amazon,Beauty,BabyCarePlus,19651.37,11201.28,43,2025-05-27,Uttar Pradesh,"Excellent product, great value for money.",BabyCarePlus,5,None,Net Banking
PID001735,Puma Sports T-Shirt,Amazon,Fashion,Amazon Prime Store,47648.78,21918.44,54,2024-07-26,Uttar Pradesh,"Battery life is outstanding, lasts all day.",Amazon Prime Store,5,None,Cash on Delivery
PID001736,Kent RO Water Purifier,Amazon,Home Appliances,Amazon Prime Store,24372.23,9992.61,59,2026-10-26,Madhya Pradesh,"Arrived earlier than expected, very happy.",Amazon Prime Store,4,GIF,Credit Card
PID001737,L'Oreal Paris Shampoo,Amazon,Beauty,HomeEssentials,37533.23,34905.9,7,2025-07-04,Sikkim,Perfect fit and looks even better in person.,HomeEssentials,5,None,Credit Card
PID001738,Steelbird Bike Helmet,Flipkart,Automotive,GroceryKing,15062.32,9790.51,35,2024-09-19,Jharkhand,"Feels cheap and flimsy, not recommended.",GroceryKing,2,BBD,UPI
PID001739,Dell Inspiron Laptop,Flipkart,Electronics,BeautyMart,32327.75,18103.54,44,2025-02-22,Delhi,"Average quality, does the job.",BeautyMart,3,None,Debit Card
PID001740,Nike Premier League Football,Amazon,Sports,KitchenCorner,18538.49,10937.71,41,2025-05-08,Tripura,Very satisfied — works exactly as described.,KitchenCorner,4,None,Debit Card
PID001741,Apple iPad Air,Amazon,Electronics,SportsArena,29228.38,24844.12,15,2026-09-13,Assam,Five stars — exceeded my expectations.,SportsArena,4,None,UPI
PID001742,Leather Seat Cover,Flipkart,Automotive,HomeEssentials,41548.05,22435.95,46,2026-04-13,Chhattisgarh,Five stars — exceeded my expectations.,HomeEssentials,4,None,Net Banking
PID001743,Boat Bluetooth Speaker,Flipkart,Electronics,HomeEssentials,7430.02,3343.51,55,2026-06-07,Rajasthan,Customer support was helpful and responsive.,HomeEssentials,4,None,UPI
PID001744,Nike Air Max Sneakers,Amazon,Fashion,HomeEssentials,1259.41,793.43,37,2024-01-18,Telangana,Will not buy from this seller again.,HomeEssentials,2,None,Wallet
PID001745,Dell Inspiron Laptop,Amazon,Electronics,Amazon Prime Store,9410.74,4328.94,54,2025-05-11,Tamil Nadu,Decent for occasional use.,Amazon Prime Store,3,None,Credit Card
PID001746,Kent RO Water Purifier,Flipkart,Home Appliances,TechWorld,20509.39,10459.79,49,2025-08-15,West Bengal,"Arrived earlier than expected, very happy.",TechWorld,5,None,Debit Card
PID001747,Atomic Habits,Amazon,Books,Cloud Retailer,32168.41,27021.46,16,2024-01-31,Gujarat,"Satisfactory performance, could be improved.",Cloud Retailer,3,None,Wallet
PID001748,Forest Essentials Perfume,Amazon,Beauty,BeautyMart,16423.75,8704.59,47,2024-11-16,Madhya Pradesh,"Battery life is outstanding, lasts all day.",BeautyMart,4,GIF,Cash on Delivery
PID001749,MuscleBlaze Whey Protein,Amazon,Grocery,Cloud Retailer,41831.37,32210.15,23,2026-05-29,Puducherry,Good value if you catch it on discount.,Cloud Retailer,3,None,Cash on Delivery
PID001750,JBL Flip 6 Speaker,Amazon,Electronics,OfficePro,17198.72,10319.23,40,2024-08-05,Uttar Pradesh,Product matches description but packaging was plain.,OfficePro,3,None,Net Banking
PID001751,Prestige Electric Kettle,Amazon,Home Appliances,SportsArena,4856.17,2913.7,40,2025-10-16,Uttar Pradesh,Customer support was helpful and responsive.,SportsArena,4,GIF,UPI
PID001752,Boat Bluetooth Speaker,Amazon,Electronics,StyleStreet,40475.36,36023.07,11,2024-10-23,Himachal Pradesh,Product matches description but packaging was plain.,StyleStreet,3,GIF,Cash on Delivery
PID001753,Yonex Nanoray Tennis Racket,Flipkart,Sports,Amazon Prime Store,12746.14,10579.3,17,2024-01-19,Gujarat,"Size and color as shown, no surprises.",Amazon Prime Store,3,None,Credit Card
PID001754,Ergonomic Office Chair,Flipkart,Office,SportsArena,31376.86,29180.48,7,2024-10-13,West Bengal,"Poor quality, stopped working within a week.",SportsArena,2,BBD,Credit Card
PID001755,MuscleBlaze Whey Protein,Amazon,Grocery,OfficePro,30099.54,21370.67,29,2026-12-06,Delhi,"Excellent product, great value for money.",OfficePro,5,None,Wallet
PID001756,Nivea Soft Face Cream,Flipkart,Beauty,Flipkart Seller123,4244.46,3522.9,17,2026-07-26,Manipur,Good value if you catch it on discount.,Flipkart Seller123,3,None,Cash on Delivery
PID001757,Apple iPhone 14 Pro Max,Amazon,Electronics,AutoZone,26485.06,14831.63,44,2026-11-28,Tamil Nadu,Very satisfied — works exactly as described.,AutoZone,4,GIF,UPI
PID001758,Apple iPad Air,Flipkart,Electronics,OfficePro,38727.99,15491.2,60,2025-08-25,Arunachal Pradesh,"High quality and durable, highly recommended.",OfficePro,4,None,Wallet
PID001759,Blue Tokai Coffee Beans,Flipkart,Grocery,TechWorld,36552.82,29607.78,19,2024-06-17,Maharashtra,Perfect fit and looks even better in person.,TechWorld,4,None,UPI
PID001760,Yonex Nanoray Tennis Racket,Flipkart,Sports,AutoZone,8283.15,4141.57,50,2025-09-29,Jharkhand,"Poor quality, stopped working within a week.",AutoZone,2,BBD,Net Banking
PID001761,Blue Tokai Coffee Beans,Flipkart,Grocery,ElectroHub,17358.61,10415.17,40,2025-07-05,Jharkhand,Works fine but build feels a bit light.,ElectroHub,3,None,Cash on Delivery
PID001762,OnePlus 12 5G,Flipkart,Electronics,Flipkart Seller123,38501.83,30416.45,21,2026-09-10,Bihar,"Arrived earlier than expected, very happy.",Flipkart Seller123,5,BBD,Debit Card
PID001763,Dell Inspiron Laptop,Amazon,Electronics,GadgetGalaxy,11759.23,10230.53,13,2024-06-04,Uttar Pradesh,Packaging was damaged and parts missing.,GadgetGalaxy,1,None,Wallet
PID001764,Casio G-Shock Watch,Amazon,Fashion,Amazon Prime Store,23466.2,21119.58,10,2025-09-03,Meghalaya,"High quality and durable, highly recommended.",Amazon Prime Store,4,None,Cash on Delivery
PID001765,Figaro Olive Oil,Amazon,Grocery,Flipkart Seller123,30225.77,28714.48,5,2024-08-26,Chhattisgarh,"High quality and durable, highly recommended.",Flipkart Seller123,4,None,Credit Card
PID001766,Apple iPad Air,Flipkart,Electronics,StyleStreet,27396.42,19999.39,27,2024-12-22,Karnataka,"High quality and durable, highly recommended.",StyleStreet,4,None,Credit Card
PID001767,HP Pavilion Gaming Laptop,Flipkart,Electronics,TechWorld,36354.13,30901.01,15,2026-04-19,Maharashtra,Packaging was damaged and parts missing.,TechWorld,2,None,Cash on Delivery
PID001768,Lakme 9to5 Lipstick,Flipkart,Beauty,Amazon Prime Store,21671.76,16687.26,23,2025-08-07,West Bengal,"Color/size mismatch, looks different than photos.",Amazon Prime Store,1,None,Net Banking
PID001769,Dyson V11 Vacuum Cleaner,Amazon,Home Appliances,Amazon Prime Store,46398.66,30623.12,34,2025-03-08,Haryana,Works fine but build feels a bit light.,Amazon Prime Store,3,None,Credit Card
PID001770,Samsung Galaxy S23 Ultra,Amazon,Electronics,FashionFiesta,32025.31,20496.2,36,2025-04-07,Gujarat,Will not buy from this seller again.,FashionFiesta,2,None,Credit Card
